191,0 1 1 15 1,0 1 1 15 1,191,4,10,2.12073e+07,3,8,1.79933e+07,2,2,1,1
192,0 1 2 0 0,0 1 2 0 0,192,4,8,1.63001e+07,3,7,1.56997e+07,2,2,1,1
193,0 1 2 0 1,0 1 2 0 1,193,4,6,1.13919e+07,3,5,1.07352e+07,2,2,1,1
194,0 1 2 1 0,0 1 2 1 0,194,4,8,1.64802e+07,3,6,1.33349e+07,2,2,1,1
195,0 1 2 1 1,0 1 2 1 1,195,4,6,1.13237e+07,3,5,1.06593e+07,2,2,1,1
196,0 1 2 2 0,0 1 2 2 0,196,4,8,1.6658e+07,3,7,1.58164e+07,2,2,1,1
197,0 1 2 2 1,0 1 2 2 1,197,4,7,1.39438e+07,3,6,1.31997e+07,2,2,1,1
198,0 1 2 3 0,0 1 2 3 0,198,4,8,1.65129e+07,3,8,1.84409e+07,2,2,1,1
199,0 1 2 3 1,0 1 2 3 1,199,4,7,1.382e+07,3,7,1.56953e+07,2,2,1,1
200,0 1 2 4 0,0 1 2 4 0,200,4,8,1.6553e+07,3,7,1.58686e+07,2,2,1,1
201,0 1 2 4 1,0 1 2 4 1,201,4,7,1.39034e+07,3,7,1.57875e+07,1,1,1,1
202,0 1 2 5 0,0 1 2 5 0,202,4,7,1.37954e+07,3,7,1.5766e+07,1,1,1,1
203,0 1 2 5 1,0 1 2 5 1,203,4,8,1.64683e+07,3,7,1.57619e+07,1,1,1,1
204,0 1 2 6 0,0 1 2 6 0,204,4,8,1.63749e+07,3,7,1.55765e+07,1,1,1,1
205,0 1 2 6 1,0 1 2 6 1,205,4,8,1.654e+07,3,8,1.84033e+07,1,1,1,1
206,0 1 2 7 0,0 1 2 7 0,206,4,8,1.62442e+07,3,7,1.57821e+07,1,1,1,1
207,0 1 2 7 1,0 1 2 7 1,207,4,8,1.6615e+07,3,7,1.58854e+07,1,1,1,1
208,0 1 2 8 0,0 1 2 8 0,208,4,7,1.38193e+07,3,6,1.30732e+07,1,1,1,1
209,0 1 2 8 1,0 1 2 8 1,209,4,7,1.4131e+07,3,6,1.34771e+07,1,1,1,1
210,0 1 2 9 0,0 1 2 9 0,210,4,6,1.10171e+07,3,6,1.30439e+07,1,1,1,1
211,0 1 2 9 1,0 1 2 9 1,211,4,6,1.15361e+07,3,6,1.33754e+07,1,1,1,1
212,0 1 2 10 0,0 1 2 10 0,212,3,5,1.02511e+07,2,4,9.724e+06,1,1,1,1
213,0 1 2 10 1,0 1 2 10 1,213,3,6,1.33924e+07,2,5,1.2678e+07,1,1,1,1
214,0 1 2 11 0,0 1 2 11 0,214,3,5,1.05462e+07,2,4,9.724e+06,1,1,1,1
215,0 1 2 11 1,0 1 2 11 1,215,3,6,1.32731e+07,2,6,1.5138e+07,1,1,1,1
216,0 1 2 12 0,0 1 2 12 0,216,3,5,1.04594e+07,2,4,9.717e+06,1,1,1,1
217,0 1 2 12 1,0 1 2 12 1,217,3,6,1.32877e+07,3,5,1.06442e+07,1,1,1,1
218,0 1 2 13 0,0 1 2 13 0,218,3,5,1.04132e+07,3,5,1.04131e+07,1,1,1,1
219,0 1 2 13 1,0 1 2 13 1,219,3,6,1.3218e+07,3,5,1.069e+07,1,1,1,1
220,0 1 2 14 0,0 1 2 14 0,220,3,7,1.56413e+07,3,5,1.03797e+07,1,1,1,1
221,0 1 2 14 1,0 1 2 14 1,221,3,6,1.32096e+07,4,6,1.31536e+07,1,1,1,1
222,0 1 2 15 0,0 1 2 15 0,222,3,7,1.57439e+07,3,7,1.56853e+07,1,1,1,1
223,0 1 2 15 1,0 1 2 15 1,223,3,6,1.31062e+07,3,4,8.1508e+06,1,1,1,1
224,0 1 3 0 0,0 1 3 0 0,224,2,2,3.0266e+06,2,2,3.06e+06,1,1,1,1
225,0 1 3 0 1,0 1 3 0 1,225,2,2,2.9744e+06,2,2,2.9473e+06,1,1,1,1
226,0 1 3 1 0,0 1 3 1 0,226,2,2,3.1056e+06,2,2,3.0875e+06,1,1,1,1
227,0 1 3 1 1,0 1 3 1 1,227,2,2,2.9737e+06,2,2,2.977e+06,1,1,1,1
228,0 1 3 2 0,0 1 3 2 0,228,2,2,3.0091e+06,2,2,3.0591e+06,1,1,1,1
229,0 1 3 2 1,0 1 3 2 1,229,2,2,2.9859e+06,2,2,2.9138e+06,1,1,1,1
230,0 1 3 3 0,0 1 3 3 0,230,3,3,5.5271e+06,1,1,671200,1,1,1,1
